-1,-1,-1,8,58,8,8,8,8,8,8,8,8,8,58,8,8,8,8,-1
-1,-1,-1,8,8,8,8,8,8,87,-1,-1,-1,-1,85,58,58,58,8,-1
-1,-1,40,8,8,8,58,58,87,-1,-1,-1,-1,-1,-1,58,58,58,8,-1
-1,-1,-1,85,8,8,58,58,-1,-1,-1,-1,-1,-1,40,8,58,58,8,-1
-1,-1,-1,-1,85,8,8,73,-1,-1,-1,-1,-1,-1,-1,8,58,58,8,-1
-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,88,8,8,8,8,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,8,8,58,8,8,87,-1
-1,-1,-1,-1,-1,-1,-1,40,57,8,40,88,8,8,8,58,8,87,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,88,8,8,8,58,8,8,8,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,88,58,58,8,8,8,8,58,58,58,58,86,-1,-1
-1,-1,-1,-1,-1,88,58,58,58,8,8,8,8,58,58,58,58,8,86,-1
-1,-1,-1,40,88,8,8,8,8,8,8,58,58,8,8,58,8,-1,8,-1
-1,-1,-1,-1,8,8,8,8,8,8,8,58,58,8,8,8,8,-1,-1,-1
-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1
