-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,58,13,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,0,-1,-1,-1,-1,0,0,58
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,13,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,0,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,-1,-1,-1,19,17,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,86,-1,-1,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,8,58,58,86,-1,8,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,58,58,0,0,0,0,13,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,0,0,0,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,0,0,0,0,0,0,0,58,58
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,13,58,58
