10,-1,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
-1,-1,25,26,-1,-1,-1,-1,-1,17,17,17,-1,-1,-1,-1,22,0,-1,-1
-1,-1,0,20,61,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1
-1,-1,-1,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1
-1,-1,-1,0,17,20,70,70,69,-1,-1,-1,-1,-1,-1,-1,61,24,-1,-1
-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,24,-1,-1
-1,-1,-1,-1,23,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,0,-1,-1
-1,-1,-1,0,21,-1,-1,-1,-1,-1,-1,-1,70,69,70,3,3,-1,-1,-1
-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1
-1,-1,-1,25,-1,-1,-1,17,17,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1
-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1
-1,-1,-1,25,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,0,-1,-1
-1,-1,-1,0,17,17,17,17,-1,-1,-1,-1,-1,17,17,17,0,-1,-1,-1
