13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,0
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,13
13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
0,0,-1,-1,-1,-1,-1,-1,-1,58,58,0,-1,-1,-1,-1,-1,-1,0,0
0,0,0,-1,-1,-1,-1,-1,0,8,8,0,-1,-1,-1,-1,-1,-1,0,0
0,0,0,-1,-1,-1,-1,-1,57,8,8,57,-1,-1,-1,-1,-1,-1,13,0
0,13,0,0,0,-1,-1,-1,-1,57,57,-1,-1,-1,-1,-1,-1,-1,0,0
0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0
0,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
13,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0
0,0,0,0,-1,-1,-1,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13
0,13,0,0,0,-1,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
